bn:00041942n	小组
bn:00062759n	计划
bn:00027473n	排放
bn:00063819n	姿态
bn:00019780n	气候
bn:00067024n	发行
bn:00028015n	文件
bn:00025780n	减少
bn:00021721n	会议
bn:00078738n	年
bn:00013941n	负担
bn:00076588n	在短期内
bn:00008568n	协议
bn:00041712n	温室
bn:00058511n	其余
bn:00061005n	的
bn:00008786n	基础
bn:00026838n	谈判
bn:00077267n	时间
bn:00050371n	领导人
bn:00022479n	哥本哈根
bn:00014711n	下周
bn:00001549n	进步
bn:00023236n	富裕
bn:00076588n	和
bn:00081604n	工作组
bn:00076457n	全球
bn:00067923n	温度
bn:00003268n	一系列
bn:00003132n	选择
bn:00015501n	华盛顿
bn:00047203n	代表
bn:00008985n	很大
bn:00035190n	灵活性
bn:00064536n	过程
bn:00026838n	谈判
bn:00019780n	气候
bn:00036837n	官员
bn:00028015n	文件
bn:00027473n	排放量
bn:00061135n	％
bn:00025966n	水平
bn:00059783n	大纲
bn:00061605n	同一
bn:00061135n	30
bn:00008568n	协议
bn:00061135n	％
bn:00023236n	国家
bn:00027473n	排放量
bn:00036512n	在
bn:00078738n	三年
bn:00023236n	贫穷
bn:00075965n	会谈
bn:00014711n	一周
bn:00036512n	星期五
bn:00078848n	美国
bn:00024615n	削减
bn:00027473n	排放
bn:00019780n	气候
bn:00031083n	使节
bn:00049915n	语言
bn:00042938n	艰难
bn:00036837n	布什
bn:00001135n	并
bn:00003341n	表示
bn:00019780n	最高
bn:00057209n	气候
bn:00021164n	`
bn:00078848n	，
bn:00035831n	外交大臣
bn:00033819n	，
bn:00035211n	轨迹
bn:00029424n	世界
bn:00041585n	主要
bn:00052888n	地球
bn:00016756n	中国
bn:00009080n	战斗
bn:00023236n	贫穷
bn:00000085n	有
bn:00023236n	最有
bn:00046093n	的
bn:00001135n	采取
bn:00041712n	遏制
bn:00026025n	代表
bn:00054693n	墨西哥
bn:00017172n	中美洲地区
bn:00001598n	气候变化
bn:00043539n	霸权
bn:00019782n	气候变化
